5.391195e+00 1:0.000000e+00 2:0.000000e+00 3:0.000000e+00
5.807370e+00 1:0.000000e+00 2:0.000000e+00 3:1.250000e-01
5.961950e+00 1:0.000000e+00 2:0.000000e+00 3:2.500000e-01
5.997622e+00 1:0.000000e+00 2:0.000000e+00 3:3.750000e-01
6.000000e+00 1:0.000000e+00 2:0.000000e+00 3:5.000000e-01
5.997622e+00 1:0.000000e+00 2:0.000000e+00 3:6.250000e-01
5.961950e+00 1:0.000000e+00 2:0.000000e+00 3:7.500000e-01
5.807370e+00 1:0.000000e+00 2:0.000000e+00 3:8.750000e-01
5.391195e+00 1:0.000000e+00 2:0.000000e+00 3:1.000000e+00
4.366064e+00 1:0.000000e+00 2:1.250000e-01 3:0.000000e+00
4.782239e+00 1:0.000000e+00 2:1.250000e-01 3:1.250000e-01
4.936819e+00 1:0.000000e+00 2:1.250000e-01 3:2.500000e-01
4.972491e+00 1:0.000000e+00 2:1.250000e-01 3:3.750000e-01
4.974869e+00 1:0.000000e+00 2:1.250000e-01 3:5.000000e-01
4.972491e+00 1:0.000000e+00 2:1.250000e-01 3:6.250000e-01
4.936819e+00 1:0.000000e+00 2:1.250000e-01 3:7.500000e-01
4.782239e+00 1:0.000000e+00 2:1.250000e-01 3:8.750000e-01
4.366064e+00 1:0.000000e+00 2:1.250000e-01 3:1.000000e+00
1.891191e+00 1:0.000000e+00 2:2.500000e-01 3:0.000000e+00
2.307366e+00 1:0.000000e+00 2:2.500000e-01 3:1.250000e-01
2.461945e+00 1:0.000000e+00 2:2.500000e-01 3:2.500000e-01
2.497617e+00 1:0.000000e+00 2:2.500000e-01 3:3.750000e-01
2.499995e+00 1:0.000000e+00 2:2.500000e-01 3:5.000000e-01
2.497617e+00 1:0.000000e+00 2:2.500000e-01 3:6.250000e-01
2.461945e+00 1:0.000000e+00 2:2.500000e-01 3:7.500000e-01
2.307366e+00 1:0.000000e+00 2:2.500000e-01 3:8.750000e-01
1.891191e+00 1:0.000000e+00 2:2.500000e-01 3:1.000000e+00
-5.836801e-01 1:0.000000e+00 2:3.750000e-01 3:0.000000e+00
-1.675050e-01 1:0.000000e+00 2:3.750000e-01 3:1.250000e-01
-1.292567e-02 1:0.000000e+00 2:3.750000e-01 3:2.500000e-01
2.274648e-02 1:0.000000e+00 2:3.750000e-01 3:3.750000e-01
2.512462e-02 1:0.000000e+00 2:3.750000e-01 3:5.000000e-01
2.274648e-02 1:0.000000e+00 2:3.750000e-01 3:6.250000e-01
-1.292567e-02 1:0.000000e+00 2:3.750000e-01 3:7.500000e-01
-1.675050e-01 1:0.000000e+00 2:3.750000e-01 3:8.750000e-01
-5.836801e-01 1:0.000000e+00 2:3.750000e-01 3:1.000000e+00
-1.608805e+00 1:0.000000e+00 2:5.000000e-01 3:0.000000e+00
-1.192630e+00 1:0.000000e+00 2:5.000000e-01 3:1.250000e-01
-1.038050e+00 1:0.000000e+00 2:5.000000e-01 3:2.500000e-01
-1.002378e+00 1:0.000000e+00 2:5.000000e-01 3:3.750000e-01
-1.000000e-00 1:0.000000e+00 2:5.000000e-01 3:5.000000e-01
-1.002378e+00 1:0.000000e+00 2:5.000000e-01 3:6.250000e-01
-1.038050e+00 1:0.000000e+00 2:5.000000e-01 3:7.500000e-01
-1.192630e+00 1:0.000000e+00 2:5.000000e-01 3:8.750000e-01
-1.608805e+00 1:0.000000e+00 2:5.000000e-01 3:1.000000e+00
-5.836801e-01 1:0.000000e+00 2:6.250000e-01 3:0.000000e+00
-1.675050e-01 1:0.000000e+00 2:6.250000e-01 3:1.250000e-01
-1.292567e-02 1:0.000000e+00 2:6.250000e-01 3:2.500000e-01
2.274648e-02 1:0.000000e+00 2:6.250000e-01 3:3.750000e-01
2.512462e-02 1:0.000000e+00 2:6.250000e-01 3:5.000000e-01
2.274648e-02 1:0.000000e+00 2:6.250000e-01 3:6.250000e-01
-1.292567e-02 1:0.000000e+00 2:6.250000e-01 3:7.500000e-01
-1.675050e-01 1:0.000000e+00 2:6.250000e-01 3:8.750000e-01
-5.836801e-01 1:0.000000e+00 2:6.250000e-01 3:1.000000e+00
1.891191e+00 1:0.000000e+00 2:7.500000e-01 3:0.000000e+00
2.307366e+00 1:0.000000e+00 2:7.500000e-01 3:1.250000e-01
2.461945e+00 1:0.000000e+00 2:7.500000e-01 3:2.500000e-01
2.497617e+00 1:0.000000e+00 2:7.500000e-01 3:3.750000e-01
2.499995e+00 1:0.000000e+00 2:7.500000e-01 3:5.000000e-01
2.497617e+00 1:0.000000e+00 2:7.500000e-01 3:6.250000e-01
2.461945e+00 1:0.000000e+00 2:7.500000e-01 3:7.500000e-01
2.307366e+00 1:0.000000e+00 2:7.500000e-01 3:8.750000e-01
1.891191e+00 1:0.000000e+00 2:7.500000e-01 3:1.000000e+00
4.366064e+00 1:0.000000e+00 2:8.750000e-01 3:0.000000e+00
4.782239e+00 1:0.000000e+00 2:8.750000e-01 3:1.250000e-01
4.936819e+00 1:0.000000e+00 2:8.750000e-01 3:2.500000e-01
4.972491e+00 1:0.000000e+00 2:8.750000e-01 3:3.750000e-01
4.974869e+00 1:0.000000e+00 2:8.750000e-01 3:5.000000e-01
4.972491e+00 1:0.000000e+00 2:8.750000e-01 3:6.250000e-01
4.936819e+00 1:0.000000e+00 2:8.750000e-01 3:7.500000e-01
4.782239e+00 1:0.000000e+00 2:8.750000e-01 3:8.750000e-01
4.366064e+00 1:0.000000e+00 2:8.750000e-01 3:1.000000e+00
5.391195e+00 1:0.000000e+00 2:1.000000e+00 3:0.000000e+00
5.807370e+00 1:0.000000e+00 2:1.000000e+00 3:1.250000e-01
5.961950e+00 1:0.000000e+00 2:1.000000e+00 3:2.500000e-01
