0.000000e+00 1:0.000000e+00 2:0.000000e+00
1.371742e-03 1:0.000000e+00 2:1.111111e-01
1.097394e-02 1:0.000000e+00 2:2.222222e-01
3.703704e-02 1:0.000000e+00 2:3.333333e-01
8.779150e-02 1:0.000000e+00 2:4.444444e-01
1.714678e-01 1:0.000000e+00 2:5.555556e-01
2.962963e-01 1:0.000000e+00 2:6.666667e-01
4.705075e-01 1:0.000000e+00 2:7.777778e-01
7.023320e-01 1:0.000000e+00 2:8.888889e-01
1.000000e+00 1:0.000000e+00 2:1.000000e+00
1.371742e-03 1:1.111111e-01 2:0.000000e+00
2.743484e-03 1:1.111111e-01 2:1.111111e-01
1.234568e-02 1:1.111111e-01 2:2.222222e-01
3.840878e-02 1:1.111111e-01 2:3.333333e-01
8.916324e-02 1:1.111111e-01 2:4.444444e-01
1.728395e-01 1:1.111111e-01 2:5.555556e-01
2.976680e-01 1:1.111111e-01 2:6.666667e-01
4.718793e-01 1:1.111111e-01 2:7.777778e-01
7.037037e-01 1:1.111111e-01 2:8.888889e-01
1.001372e+00 1:1.111111e-01 2:1.000000e+00
1.097394e-02 1:2.222222e-01 2:0.000000e+00
1.234568e-02 1:2.222222e-01 2:1.111111e-01
2.194787e-02 1:2.222222e-01 2:2.222222e-01
4.801097e-02 1:2.222222e-01 2:3.333333e-01
9.876543e-02 1:2.222222e-01 2:4.444444e-01
1.824417e-01 1:2.222222e-01 2:5.555556e-01
3.072702e-01 1:2.222222e-01 2:6.666667e-01
4.814815e-01 1:2.222222e-01 2:7.777778e-01
7.133059e-01 1:2.222222e-01 2:8.888889e-01
1.010974e+00 1:2.222222e-01 2:1.000000e+00
3.703704e-02 1:3.333333e-01 2:0.000000e+00
3.840878e-02 1:3.333333e-01 2:1.111111e-01
4.801097e-02 1:3.333333e-01 2:2.222222e-01
7.407407e-02 1:3.333333e-01 2:3.333333e-01
1.248285e-01 1:3.333333e-01 2:4.444444e-01
2.085048e-01 1:3.333333e-01 2:5.555556e-01
3.333333e-01 1:3.333333e-01 2:6.666667e-01
5.075446e-01 1:3.333333e-01 2:7.777778e-01
7.393690e-01 1:3.333333e-01 2:8.888889e-01
1.037037e+00 1:3.333333e-01 2:1.000000e+00
8.779150e-02 1:4.444444e-01 2:0.000000e+00
8.916324e-02 1:4.444444e-01 2:1.111111e-01
9.876543e-02 1:4.444444e-01 2:2.222222e-01
1.248285e-01 1:4.444444e-01 2:3.333333e-01
1.755830e-01 1:4.444444e-01 2:4.444444e-01
2.592593e-01 1:4.444444e-01 2:5.555556e-01
3.840878e-01 1:4.444444e-01 2:6.666667e-01
5.582990e-01 1:4.444444e-01 2:7.777778e-01
7.901235e-01 1:4.444444e-01 2:8.888889e-01
1.087791e+00 1:4.444444e-01 2:1.000000e+00
1.714678e-01 1:5.555556e-01 2:0.000000e+00
1.728395e-01 1:5.555556e-01 2:1.111111e-01
1.824417e-01 1:5.555556e-01 2:2.222222e-01
2.085048e-01 1:5.555556e-01 2:3.333333e-01
2.592593e-01 1:5.555556e-01 2:4.444444e-01
3.429355e-01 1:5.555556e-01 2:5.555556e-01
4.677641e-01 1:5.555556e-01 2:6.666667e-01
6.419753e-01 1:5.555556e-01 2:7.777778e-01
8.737997e-01 1:5.555556e-01 2:8.888889e-01
1.171468e+00 1:5.555556e-01 2:1.000000e+00
2.962963e-01 1:6.666667e-01 2:0.000000e+00
2.976680e-01 1:6.666667e-01 2:1.111111e-01
3.072702e-01 1:6.666667e-01 2:2.222222e-01
3.333333e-01 1:6.666667e-01 2:3.333333e-01
3.840878e-01 1:6.666667e-01 2:4.444444e-01
4.677641e-01 1:6.666667e-01 2:5.555556e-01
5.925926e-01 1:6.666667e-01 2:6.666667e-01
7.668038e-01 1:6.666667e-01 2:7.777778e-01
9.986283e-01 1:6.666667e-01 2:8.888889e-01
1.296296e+00 1:6.666667e-01 2:1.000000e+00
4.705075e-01 1:7.777778e-01 2:0.000000e+00
4.718793e-01 1:7.777778e-01 2:1.111111e-01
4.814815e-01 1:7.777778e-01 2:2.222222e-01
5.075446e-01 1:7.777778e-01 2:3.333333e-01
5.582990e-01 1:7.777778e-01 2:4.444444e-01
6.419753e-01 1:7.777778e-01 2:5.555556e-01
7.668038e-01 1:7.777778e-01 2:6.666667e-01
9.410151e-01 1:7.777778e-01 2:7.777778e-01
1.172840e+00 1:7.777778e-01 2:8.888889e-01
1.470508e+00 1:7.777778e-01 2:1.000000e+00
7.023320e-01 1:8.888889e-01 2:0.000000e+00
7.037037e-01 1:8.888889e-01 2:1.111111e-01
7.133059e-01 1:8.888889e-01 2:2.222222e-01
7.393690e-01 1:8.888889e-01 2:3.333333e-01
7.901235e-01 1:8.888889e-01 2:4.444444e-01
8.737997e-01 1:8.888889e-01 2:5.555556e-01
9.986283e-01 1:8.888889e-01 2:6.666667e-01
1.172840e+00 1:8.888889e-01 2:7.777778e-01
1.404664e+00 1:8.888889e-01 2:8.888889e-01
1.702332e+00 1:8.888889e-01 2:1.000000e+00
1.000000e+00 1:1.000000e+00 2:0.000000e+00
1.001372e+00 1:1.000000e+00 2:1.111111e-01
1.010974e+00 1:1.000000e+00 2:2.222222e-01
1.037037e+00 1:1.000000e+00 2:3.333333e-01
1.087791e+00 1:1.000000e+00 2:4.444444e-01
1.171468e+00 1:1.000000e+00 2:5.555556e-01
1.296296e+00 1:1.000000e+00 2:6.666667e-01
1.470508e+00 1:1.000000e+00 2:7.777778e-01
1.702332e+00 1:1.000000e+00 2:8.888889e-01
2.000000e+00 1:1.000000e+00 2:1.000000e+00
